,customer_unique_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_risk_score,churn_risk
31047,6f64406ed5cfa4a2d9bd35e91bfd6587,83,3,324.70000000000005,3,3,3,9,Low
31049,6f65f19c2dcfcab8b76b2fafb5b840e1,38,2,220.9,3,2,2,7,Medium
31118,6faa792efdf7c9c6eb7cfdf68aa5e581,203,2,238.99,2,2,2,6,Medium
31144,6fc92189a4d83f8f8eb046b050ce8687,296,2,264.55,1,2,3,6,Medium
31193,6ff62b85b8dd35a3402d54618bdafec6,84,2,593.0,3,2,3,8,Low
31233,7018a5e068b8fd0912fed2d02952df23,15,2,169.3,3,2,2,7,Medium
31283,704d4446bffad3f1d6b73a58426af36a,14,2,106.9,3,2,1,6,Medium
31304,7063b55fee699193fd5e44253a7e4a98,346,2,747.0,1,2,3,6,Medium
31315,706cdc310c7f626d1d2bc95c396202e5,230,2,132.79,1,2,2,5,High
31324,70755e5b9df5988f592f3dec6279f1be,220,2,113.97999999999999,1,2,1,4,High
31377,70ad91901ad4330af432978ff134fc6f,42,2,514.95,3,2,3,8,Low
31409,70c976663a07ebfd35d81c6179258391,68,2,170.9,3,2,2,7,Medium
31462,70f0fca2435f0fa72fe85699630791fc,445,2,316.0,1,2,3,6,Medium
31482,70ffda7e4167ce87ac620ab2c572ac4f,220,2,75.47,1,2,1,4,High
31488,71048f40f553973d48d6fe35d01a3afb,25,2,132.32999999999998,3,2,2,7,Medium
31503,711066a7bba9951b1da0ce0f4302af23,82,2,86.9,3,2,1,6,Medium
31542,712c4abfd9b054e7872aad2021a4aee3,164,2,418.0,2,2,3,7,Medium
31639,718d5855edf637b8e2f213db87dab93d,196,2,50.89,2,2,1,5,High
31659,719b758d12e3c1f243c66bf47b488be1,107,2,247.9,2,2,2,6,Medium
31666,71a26c172a544ccc789674f1fab9d951,17,2,207.5,3,2,2,7,Medium
31679,71b14aca95bfbedbc5746d2c0a92d8e2,159,2,340.0,2,2,3,7,Medium
31689,71b8dc9ce21a7ca5344bde166e117c9f,54,2,174.9,3,2,2,7,Medium
31694,71bd6ff3f70090f785e26643f22c6484,3,2,108.89,3,2,1,6,Medium
31724,71d2dbb6d2f52d568ca9d69c815a4331,317,2,367.9,1,2,3,6,Medium
31729,71d790b151c0349e5f5b2fbb4fbe1321,2,2,130.69,3,2,2,7,Medium
31736,71df425cb9aec3337bc969df451d663a,213,2,749.7,1,2,3,6,Medium
31740,71e1f051740a6d2fcdc204e989035526,101,2,160.0,2,2,2,6,Medium
31763,71f5d6c0cf885d0b2b52836a4c469bc3,384,2,59.98,1,2,1,4,High
31791,72061fff095d8325b311ea24e2f4a2b5,139,2,569.74,2,2,3,7,Medium
31893,7263bdaf8bd8ca9e023f521f8ae50970,413,2,117.8,1,2,1,4,High
31945,728e4a7d0db4845270091ded0923c71f,480,3,20.7,1,3,1,5,High
31948,729089b44985b34915decf7117d8fc2c,152,2,78.0,2,2,1,5,High
32040,72e79d08a90aa4e10f7e5aa76e65b258,176,2,139.8,2,2,2,6,Medium
32073,7305430719d715992b00be82af4a6aa8,11,3,314.4,3,3,3,9,Low
32083,730e4b7ede33b484516435d39ab4dc49,327,2,339.98,1,2,3,6,Medium
32086,7311b47a208b4f5af09ccc62fafea9e2,150,2,399.56,2,2,3,7,Medium
32091,7314e2017ab1883d59ccbc7318c4b3fc,68,2,178.07,3,2,2,7,Medium
32097,731a127666e5bc79810ebdc48eeff385,76,2,177.85000000000002,3,2,2,7,Medium
32101,731ea3afd190908a9cbed04f42aa51e2,154,2,269.70000000000005,2,2,3,7,Medium
32128,732d307839b02bc2d3a4c26b515ea2b9,58,3,121.9,3,3,1,7,Medium
32130,7330a3475a2c65878c2c9b95266bef04,55,2,498.0,3,2,3,8,Low
32177,73601b1eec55943e90ce8d61253d5c09,180,2,2009.98,2,2,3,7,Medium
32194,7370a0c1920f4a92e1f09463099e9b42,83,2,76.89,3,2,1,6,Medium
32202,73768eba15a0744371ca5521eb2e51f5,117,2,639.8,2,2,3,7,Medium
32207,7379b57a7a2b9aa2741a1c564138b99a,145,2,179.97,2,2,2,6,Medium
32226,738ffcf1017b584e9d2684b36e07469c,180,2,277.9,2,2,3,7,Medium
32233,7395a64f37a30f9827ca4d8292b484e8,237,2,124.89000000000001,1,2,1,4,High
32245,73a218a376e1c8e6a31799484fe514b8,11,2,418.59999999999997,3,2,3,8,Low
32301,73daba56d88fe2ed55fd098a179646d0,156,2,272.8,2,2,3,7,Medium
32309,73de7b7b976fc6b75283b05f67fd6b5b,167,2,347.9,2,2,3,7,Medium
32329,73fa628b0fc190639f48da2667eb1381,188,2,169.89,2,2,2,6,Medium
32343,740b9a28b39035534bf3425b19016263,162,2,199.70000000000002,2,2,2,6,Medium
32401,743b6b21edcc4f0a9be82e591187e0a8,178,2,104.9,2,2,1,5,High
32409,7441ce776af8da3b9df3d3f3c1e13ab1,289,2,77.99000000000001,1,2,1,4,High
32418,744fb2d41ededa16d3f703b7065b234c,85,2,231.70000000000002,3,2,2,7,Medium
32558,74cb1ad7e6d5674325c1f99b5ea30d82,27,5,334.5,3,3,3,9,Low
32649,752041fd42cbe3a4f4dea0d68a0a6edd,398,2,86.96,1,2,1,4,High
32705,754f0aa37a9a58685e42e70973bc511c,258,2,91.9,1,2,1,4,High
32769,7588c20c457369de8caad958afc1cc06,45,3,173.8,3,3,2,8,Low
32770,7589544c08cc5de364cad85ee73f4b63,43,2,123.80000000000001,3,2,1,6,Medium
32799,75a2adfe9f86d401f24b5fe2eb9a582c,116,2,302.20000000000005,2,2,3,7,Medium
32803,75a398e43d9757a4f7d6f622aeb22c47,224,2,47.8,1,2,1,4,High
32823,75b45ab225bf88fdd7f432507030a4b8,229,2,128.7,1,2,1,4,High
32827,75bbb6b481a1df1689bb769e63ec3acb,84,2,113.97999999999999,3,2,1,6,Medium
32841,75c7cb4037146f5c8e95ade4214396c5,108,2,653.9,2,2,3,7,Medium
32859,75e750a6279d55f7137bb9e9bb8662cf,151,2,106.9,2,2,1,5,High
32883,75fe145e64986de933b893642277d8a9,414,2,175.89,1,2,2,5,High
32887,75ff587e87e047a7e00f75bbcab17c00,180,2,238.9,2,2,2,6,Medium
33048,76a0491dd70c125840fa259f00dfc351,16,3,232.8,3,3,2,8,Low
33087,76c97e01b5a2a58b8456c4db49bd988b,67,2,50.0,3,2,1,6,Medium
33101,76d1df67cfa34a2c4606537d54aea0f8,184,2,534.9,2,2,3,7,Medium
33147,76f7d40948174f5cde0fcf8e6147b59d,1,2,327.8,3,2,3,8,Low
33159,76ffb5b3f1186c6c8022f6047ae9ead5,106,2,169.8,2,2,2,6,Medium
33160,77001b080dd723bc9a22e538e5e06e41,21,2,119.80000000000001,3,2,1,6,Medium
33170,770c6c524fc389b4cab878d19703745d,263,2,488.0,1,2,3,6,Medium
33192,771f344c1ac13d8ccdf2d14c48e2c6c3,285,2,69.8,1,2,1,4,High
33237,77479db0fa60ddc453f3743abc02be23,335,2,90.9,1,2,1,4,High
33298,7779fdf670bfe673e064b9aa5447674e,270,3,128.99,1,3,2,6,Medium
33305,7784447c90f683e4775f7c1f02c04fbf,280,2,127.81,1,2,1,4,High
33364,77c213e10acbd145d50fcb035d0e86d9,20,2,373.0,3,2,3,8,Low
33477,7828a4a1ee004bbe6665cbffbc4bf2d9,77,2,285.0,3,2,3,8,Low
33510,7849336c1b7785f258ffef06aedbd216,56,2,126.5,3,2,1,6,Medium
33536,786165c8823a3fd635edab35df391d27,63,2,178.39000000000001,3,2,2,7,Medium
33581,788a2f679187362222b67dfe89da6c1a,157,2,71.6,2,2,1,5,High
33628,78b5cbc4b9ad61445b6609593addca37,109,3,300.74,2,3,3,8,Low
33647,78c5bae602d6d120f6f4ed4acbd46284,41,2,169.7,3,2,2,7,Medium
33648,78c5f76b60a3a2588635aadc70e34df7,201,2,113.97999999999999,2,2,1,5,High
33664,78d665ab97fb0bfd754a20a48476c4e7,298,2,597.99,1,2,3,6,Medium
33687,78e63ed7c16b6a93bfdcef66ad250a00,40,2,118.9,3,2,1,6,Medium
33714,78fb70b5aa609b4b55c6ef3d0cb51faf,153,2,46.8,2,2,1,5,High
33716,78fcceb499ec9008fcecbaad21efefc6,226,2,191.8,1,2,2,5,High
33734,790ac688b0fcc22b2a0dacf0202b2ce4,95,2,73.8,2,2,1,5,High
33797,793c14202ef7966472e9246fd83b0ae8,211,2,83.98,1,2,1,4,High
33807,794307f7c4fd6c8325655fb3f7b89895,191,2,98.3,2,2,1,5,High
33810,79444cb5bb16964eea4c5abb2d3aa023,38,2,206.89000000000001,3,2,2,7,Medium
33829,795c1622cf7a53d63d324e862349d01c,0,3,161.3,3,3,2,8,Low
33855,7973a6ba9c81ecaeb3d628c33c7c7c48,223,2,82.98,1,2,1,4,High
33881,798c34ffa9047399853eab8ca7c0b9a0,147,2,1770.3000000000002,2,2,3,7,Medium
33913,79abd55efd139ad036a57558aea211e4,117,2,152.55,2,2,2,6,Medium
33928,79b9e9b310f3094c2cad708eb17508c2,241,2,44.989999999999995,1,2,1,4,High
33937,79c3ef46b89f10777f5604a5e1ee22b5,257,2,207.4,1,2,2,5,High
33980,79f227df52caf2b68d36e990ff3fc652,54,2,207.39000000000001,3,2,2,7,Medium
33993,79fa3eb416c3933311c949121225649f,145,2,52.98,2,2,1,5,High
34013,7a114c4d600e1eb56f331eba875d38a6,33,2,240.0,3,2,2,7,Medium
34017,7a1751f98e25f665fc0130c7b001e18f,285,2,108.97,1,2,1,4,High
34018,7a176e5d88c7acb6000a055e008c055d,569,2,579.79,1,2,3,6,Medium
34027,7a1de9bde89aedca8c5fbad489c5571c,149,2,345.7,2,2,3,7,Medium
34047,7a311d62282fa63be12b02aef2fd21d1,90,3,234.0,3,3,2,8,Low
34062,7a40da3af7a607c7275b9b8f71d730c7,3,2,309.89,3,2,3,8,Low
34071,7a443ff6dbc48349835cb18a9355ea1b,279,2,38.4,1,2,1,4,High
34124,7a6b4947e01039432cac229435d058ee,225,2,419.8,1,2,3,6,Medium
34222,7acf19ddc75a0935581845e1c89edb3c,343,2,359.8,1,2,3,6,Medium
34275,7afc250f9d980ea3ee0ce3b0245f1b04,156,2,103.72,2,2,1,5,High
34295,7b08fc11e1aacd85ef2845c12a9ddb81,62,2,238.99,3,2,2,7,Medium
34337,7b32049d8495d56c8b27eae575921a60,233,2,82.98,1,2,1,4,High
34381,7b53ce3d0ba1f84b0ebcef52fffb110d,140,2,196.0,2,2,2,6,Medium
34402,7b662d846265cb0ed144db95fe0c74dc,91,2,274.98,2,2,3,7,Medium
34411,7b6d07dac0a2c373d749142e920ae356,21,2,27.3,3,2,1,6,Medium
34477,7bada66424f46ce9a766b94974849e09,182,2,244.9,2,2,2,6,Medium
34544,7bf1c59401206e31a78523077f3a1144,193,2,208.8,2,2,2,6,Medium
34550,7bf5c9596fc39d41078cb46a86b23831,117,2,255.89,2,2,3,7,Medium
34567,7bff4fff725edd40fde6f0ac1eb0e2dc,157,2,359.6,2,2,3,7,Medium
34598,7c1cfb3c097e0f1caa90bb17675a63e5,184,2,103.5,2,2,1,5,High
34617,7c353714ed8789f928faaa4191e85197,57,2,317.8,3,2,3,8,Low
34621,7c396fd4830fd04220f754e42b4e5bff,210,2,65.38,1,2,1,4,High
34636,7c4b40bb2b820e20b226a5a615e357aa,152,2,74.89999999999999,2,2,1,5,High
34671,7c67f115342d01560cd438fad6346a3c,336,2,189.8,1,2,2,5,High
34688,7c763d069eb3926fc65593030d5c99a3,171,2,89.9,2,2,1,5,High
34718,7c8f8d3ff715607148146c64ecb64b11,417,2,43.7,1,2,1,4,High
34722,7c927c2454a57a0e02fcaceb99750523,394,2,154.96,1,2,2,5,High
34757,7cb20dd79b4b5bfda52b712000a30de5,150,2,91.69999999999999,2,2,1,5,High
34761,7cb9a6b438fe0a5f228bfd32ff9e1a11,50,2,159.70000000000002,3,2,2,7,Medium
34772,7cc23ec3506e4e1e67d0702da04a734c,299,2,221.8,1,2,2,5,High
34814,7ce7c20ac269f4642f1c7058ab375102,15,2,75.9,3,2,1,6,Medium
34853,7d08a8005756c215935d45bcc0e9a760,477,2,259.8,1,2,3,6,Medium
34855,7d0b1773dc928e29e86a230ca9557d08,7,2,345.9,3,2,3,8,Low
34877,7d19f93ed7e2ea8211975b68525b0598,155,2,338.9,2,2,3,7,Medium
34886,7d23ca9b9d5f41298ec3ccbb2ff637d8,80,2,89.94,3,2,1,6,Medium
34902,7d2e246c38946e89eda0c9c1288fc0e3,155,2,98.0,2,2,1,5,High
34915,7d35f5764e668c9deade51c2fd31758a,84,2,134.89,3,2,2,7,Medium
34926,7d3d94b4740895a17760e976797f9f0e,8,3,157.5,3,3,2,8,Low
35010,7d904a4755e206a3e308a1f03d4a3a7c,77,2,522.97,3,2,3,8,Low
35033,7da3054afe371affc14d26cc2cc04358,2,2,68.89,3,2,1,6,Medium
35129,7e050832e2248c400621f6b22315d4bb,141,2,59.989999999999995,2,2,1,5,High
35150,7e1681f9bb31800364869a2cdbe289db,76,3,431.89,3,3,3,9,Low
35204,7e43696e1ae594af82dd11f481dc232e,53,2,119.97999999999999,3,2,1,6,Medium
35268,7e75aeef30d7e9d4ac860fcc8eaa8812,272,2,62.09,1,2,1,4,High
35286,7e82fd8a6c26147a8797d761fa68c497,157,2,149.28,2,2,2,6,Medium
35298,7e91ec540af718ab375b1d13271e9543,353,2,249.0,1,2,2,5,High
35312,7ea3dc64a652d699ace3048e904c561b,145,2,569.8,2,2,3,7,Medium
35338,7ec0077665fe9020e7dfdb05b2be0162,170,2,192.99,2,2,2,6,Medium
35355,7ed57df0e6ae22a4f9e0250d52608ad5,264,2,325.1,1,2,3,6,Medium
35379,7ee9e6c80bf1b7ec4a52639eab6c128c,366,2,350.0,1,2,3,6,Medium
35474,7f4adf7903f4d02c527585c4d0f65c2e,43,2,150.0,3,2,2,7,Medium
35487,7f50c43baa66aae590aa1a067427cce5,5,3,118.88999999999999,3,3,1,7,Medium
35680,8004f80e361a5ee23aadb7418a685fc2,141,2,295.78,2,2,3,7,Medium
35743,803c530613f5c4ee03502be0d6894de0,32,3,401.64,3,3,3,9,Low
35856,809ea1c56f165109936fe5c51003fbfb,218,2,199.8,1,2,2,5,High
35931,80e00a7b9ead7590bf05116f0237c896,87,2,235.9,3,2,2,7,Medium
36083,8170c6e6d010d22195bcd959f5de1ea5,21,2,133.52,3,2,2,7,Medium
36113,81865792a5df52436b4e759b4ba21412,286,2,1032.4,1,2,3,6,Medium
36121,818a54422350b38d3fb1cb3a1553889f,319,2,43.98,1,2,1,4,High
36128,8194a6cea93c5c653e7956f0b962b5f7,65,2,451.5,3,2,3,8,Low
36153,81b133c3f4e30a14a6585a2f20ff150f,311,2,139.8,1,2,2,5,High
36203,81db097ffce4bd958cfffeca7c41e301,94,2,268.53999999999996,2,2,3,7,Medium
36235,81ede855f58f99b76014d66d161e7a23,129,2,358.0,2,2,3,7,Medium
36284,821e4e781313d2eb18711efe7a50d66a,215,2,219.7,1,2,2,5,High
36296,822d25972056ef51050804f1e0446f40,352,2,46.77,1,2,1,4,High
36315,8241424764e0bfa6bfcb3c6cda391ac8,343,2,486.99,1,2,3,6,Medium
36387,827b19392982299876c0aca1f92208c2,96,2,229.8,2,2,2,6,Medium
36394,827f51bdaa8e37bf31ff413e0a7699a4,422,2,187.8,1,2,2,5,High
36396,82809cee3c35eb89b4dd4d2d1a22eedf,100,2,68.98,2,2,1,5,High
36458,82c173abf4679049bd8628bfe89a9f2c,237,2,187.98,1,2,2,5,High
36463,82cb8c783b1700af07ae77355cc81c70,309,2,104.80000000000001,1,2,1,4,High
36531,82fb46292a999e7db9e2391c407f76e4,332,2,110.88,1,2,1,4,High
36573,8322ac348d132588470c5e8cc56b2bb8,40,2,286.93,3,2,3,8,Low
36579,8329519e31cb1b89bd44c3c6ae417ad6,385,2,111.89,1,2,1,4,High
36607,83424549593093baf504ac260d4615e7,346,2,221.8,1,2,2,5,High
36676,83935d750c83951d7d0211a3c60e78fd,288,2,219.89,1,2,2,5,High
36772,83e7958a94bd7f74a9414d8782f87628,480,4,38.6,1,3,1,5,High
36886,84514f009b40220330a5e42b102437bd,196,2,257.64,2,2,3,7,Medium
36909,846e4612bebdefeb3a65aa63fee59e3a,270,2,514.8,1,2,3,6,Medium
36917,84720447172b234e7504da52ee639435,103,2,238.99,2,2,2,6,Medium
36964,84ad62f33ddb6b13553a850fd3dc2b08,163,2,110.88,2,2,1,5,High
36967,84af029e54a6f659f7ace6f7cf0daa68,279,2,153.88,1,2,2,5,High
37051,8505734f21396405b5477c75a45734fe,144,2,119.6,2,2,1,5,High
37056,850a172dd946b18ddca4a71627fe32e1,193,2,129.0,2,2,2,6,Medium
37066,85189d642c11e7090cb2f72fed68ea42,61,2,131.12,3,2,2,7,Medium
37076,851eefea71a07755f017e75fae31f2fd,174,2,63.89,2,2,1,5,High
37136,8555a17ba20435f173a230c3ced133fd,150,2,90.8,2,2,1,5,High
37160,857104e1bfb81cb14e88ff07d1b22c70,149,2,318.9,2,2,3,7,Medium
37163,85730e226e2f3a1608433546133793e1,176,2,49.8,2,2,1,5,High
37200,8597b390850fe72e108d53f42ca64846,312,2,331.99,1,2,3,6,Medium
37236,85b33fdcff5e20584ac9ec8e3c559ea3,232,2,164.89,1,2,2,5,High
37284,85d5b68b9a95c88eec23d3a96287d9c8,101,2,99.9,2,2,1,5,High
37310,85ed7212fe192ab02ab44c95ba87868e,151,2,143.67000000000002,2,2,2,6,Medium
37313,85f1c5f9eee209d9dfb0a3e155209511,61,2,96.8,3,2,1,6,Medium
37355,861e2a5848de1a3e8fa544236a8369f9,136,2,359.0,2,2,3,7,Medium
37376,862bcdd9344546914b93a16397a78791,139,2,729.0,2,2,3,7,Medium
37478,8689b3e15d4b16cfd05ecf597a523453,108,3,184.5,2,3,2,7,Medium
37488,869be6f00b4c49e72f9a1e2033baa9f0,341,2,128.9,1,2,1,4,High
37503,86a78c9e5114f4ed30887d4fd8153d9e,341,2,189.9,1,2,2,5,High
37515,86b0aa3acd7e8f7427c8915780f5cd27,84,2,739.9,3,2,3,8,Low
37524,86b59358310b208f822e416e59c96672,139,2,209.9,2,2,2,6,Medium
37573,86df00dc5fd68f4dd5d5945ca19f3ed6,199,3,2200.0,2,3,3,8,Low
37648,87315ceb47e77d03a1c90474e228db6c,372,2,186.89000000000001,1,2,2,5,High
37660,873e4275daabf5ab6eff5331277244a4,55,2,399.7,3,2,3,8,Low
37669,8746f1ba2e19bcf8bc03a946a0923d78,149,2,306.96000000000004,2,2,3,7,Medium
37700,87603dde65ee7120467ddda1a883bb24,218,2,86.89,1,2,1,4,High
37712,876a8881e182fb3a64af97b737cfe889,375,2,49.8,1,2,1,4,High
37745,87914dda99d76004bfd05778028fa7e8,104,2,539.99,2,2,3,7,Medium
37762,879ee1f90476a2fad74aec4f9c9961b3,49,2,464.90999999999997,3,2,3,8,Low
37777,87a7c3090f96d9da963125a0d7f8193a,322,2,188.89000000000001,1,2,2,5,High
37784,87ae4c644c15d9c6b6f826dfec33b340,167,2,144.89000000000001,2,2,2,6,Medium
37812,87c907fa30dd1bd3709c84b912b50c7f,99,2,304.48,2,2,3,7,Medium
37819,87cbc22f48d2542614a44cd025238a35,162,2,25.98,2,2,1,5,High
37900,8816ea7c1592bcab312eae9352996067,339,2,39.8,1,2,1,4,High
37932,88388502f20df20b31ccd1a4aca9e898,151,2,69.8,2,2,1,5,High
38057,88a8f123107a063acbdd1c90f3d8adea,159,2,127.49,2,2,1,5,High
38128,88ecb91d6d5e47ebdc2129cd046b0935,346,2,207.60000000000002,1,2,2,5,High
38134,88f21f18f1c3152b023a22a0f42bdab3,76,2,84.8,3,2,1,6,Medium
38143,88fcb680dc8cd2e540010c0750b78242,101,2,93.5,2,2,1,5,High
38148,8901b2526349d372dd0bdf8d77af656d,116,2,799.9,2,2,3,7,Medium
38216,894382535eef1ce243ec19088626be0e,56,3,248.21,3,3,2,8,Low
38242,8961b4ca2c5aceb7a78ea72c6e0c840a,104,2,324.9,2,2,3,7,Medium
38246,89672d977dd21afa429505c66a1abc17,279,2,113.88000000000001,1,2,1,4,High
38324,89be58cbdd6ef318e3ed93fdb22be178,35,2,250.0,3,2,2,7,Medium
38369,89e3027de49c3012858cfeb7f5a34f59,5,2,390.0,3,2,3,8,Low
38411,8a02975938d279e8478b5f793b0290b7,45,2,181.76,3,2,2,7,Medium
38479,8a3e2983c35b5d2fb78686794986f7da,224,2,235.9,1,2,2,5,High
38622,8ac0c45f8e89a3d25738b3700ee9e132,279,2,135.8,1,2,2,5,High
38654,8ae601304ff0d1de9280c32bd2e26e3b,157,2,135.98,2,2,2,6,Medium
38701,8b160faff469868625c7c82cbd310636,291,2,699.63,1,2,3,6,Medium
38708,8b1aed2dad15fcad8eb2a5c555e2d26e,403,2,74.8,1,2,1,4,High
38759,8b433c0e7b7d2a1f1148b4277cc673f8,16,2,299.9,3,2,3,8,Low
38761,8b4447c69feb2b408e29edc0fe9d0253,74,2,186.56,3,2,2,7,Medium
38773,8b4dbc06f4caccae42ee7da8edd22f77,81,2,119.99000000000001,3,2,1,6,Medium
38786,8b648bdd88380c34e18d3ca8ba9055a2,58,2,74.0,3,2,1,6,Medium
38842,8ba03ea7a871bdaebd65e7a4ced27c2d,204,2,134.9,2,2,2,6,Medium
38857,8bab3162259edfaadd1ea2e1fe7f58dc,183,2,229.70000000000002,2,2,2,6,Medium
38869,8bb910cd8c3b29e4acf2e94e3aaffbbf,143,2,1044.9,2,2,3,7,Medium
38880,8bc3068714502a076cdc66f2a207bb20,117,2,139.89000000000001,2,2,2,6,Medium
38886,8bc85b1061383d0dcd4e995a726da763,162,2,278.8,2,2,3,7,Medium
38977,8c21dd8c37144807c601f99f2a209dfb,355,2,684.89,1,2,3,6,Medium
39028,8c532c86e424b28e85997dd891e26d5d,178,2,89.89,2,2,1,5,High
39079,8c8bc67c372d5c409fbf1a340205ddca,107,2,99.98,2,2,1,5,High
39107,8ca8b8dc60280d1f97c1c6817655ab63,145,2,218.0,2,2,2,6,Medium
39135,8ccb4bbbcf37ed4f584d184a7ceab65d,168,2,49.9,2,2,1,5,High
39150,8cda74bcb48b709a90e5441e19b1d759,192,2,0.0,2,2,1,5,High
39272,8d50f5eadf50201ccdcedfb9e2ac8455,159,10,386.55,2,3,3,8,Low
39300,8d6512fa0e1c5cdbd789b956de79fe2f,332,2,363.49,1,2,3,6,Medium
39363,8da4f8884cb807a1a95dce688436b0ba,6,2,71.8,3,2,1,6,Medium
39375,8dafb82f687e3b0dc9e97b4198b92128,17,3,240.8,3,3,2,8,Low
39387,8dbbf39064a6aa2a21f97ff0422e5acd,8,2,201.8,3,2,2,7,Medium
39395,8dc4412f2ddf5ffee6cf50e6278b37fd,87,2,220.39,3,2,2,7,Medium
39413,8dcf2096a68ce8212a3f534ab31ee23e,130,2,233.9,2,2,2,6,Medium
39463,8dfbc9064378d19ac99a21ac353072d7,192,2,471.51,2,2,3,7,Medium
39466,8e0275b5c7fb6f05e312a1079a674410,144,2,367.9,2,2,3,7,Medium
39498,8e2055281d566229b5926cb77be54f81,294,2,74.8,1,2,1,4,High
39513,8e2c92b2442298bd653b0e9aadf4c313,229,2,182.88,1,2,2,5,High
39597,8e78f2e8305481c8b0f285670de4829b,157,2,578.0,2,2,3,7,Medium
39611,8e84222ad36cb6ab528b745ae6e18d11,157,2,98.0,2,2,1,5,High
39648,8ea95e0fc3da49749b66835754e2062e,93,2,236.49,2,2,2,6,Medium
39679,8ec9e01dc8cbd31897a2f2116c5fbae4,62,2,276.0,3,2,3,8,Low
39734,8ef9add628931053f28350c0ad4bc7f7,243,2,113.97999999999999,1,2,1,4,High
39742,8efdcd51f527f5aec0875573fd2210b3,89,2,65.8,3,2,1,6,Medium
39776,8f1794300ad248a55eae07168219ca15,111,2,219.89000000000001,2,2,2,6,Medium
39792,8f24365a46f82ddd0cef7893319a40d5,209,2,277.8,1,2,3,6,Medium
39806,8f2fa110f45a5b5592f1593842b7e87d,15,2,198.9,3,2,2,7,Medium
39817,8f3dca4306d5a89e4ae2c65c110603a2,153,2,27.29,2,2,1,5,High
39825,8f42e9cb526d4a8ea42877dac8c86453,164,2,119.8,2,2,1,5,High
39829,8f4968221af78d6f248322ad465279fc,26,2,196.87,3,2,2,7,Medium
39883,8f6ce2295bdbec03cd50e34b4bd7ba0a,98,2,298.9,2,2,3,7,Medium
39893,8f710f0d7e8dab5c8c1135e63b44de7a,203,2,109.78999999999999,2,2,1,5,High
39922,8f891a5f40cb72bf5fabda4997b4a625,212,2,229.99,1,2,2,5,High
39944,8f9c0dc510c12654a35d2add7a6c5d34,172,2,99.8,2,2,1,5,High
39947,8f9f1a0464f6ab0e25650be9849b086d,307,2,374.8,1,2,3,6,Medium
39965,8fac120637b2d22be0d6b83111d7c352,335,2,94.99,1,2,1,4,High
40027,8fe4f9a0d6a47babbd498127a9109bd1,82,2,256.3,3,2,3,8,Low
40054,8ffa5e9fcc3da23113128e94d1c75706,58,3,303.9,3,3,3,9,Low
40183,9066d003674f53303ec2ac527e940a5d,300,2,29.99,1,2,1,4,High
40201,9077449283dc1319d5e51fb3159b28e2,270,3,227.24,1,3,2,6,Medium
40230,9099c659f8cd764e87a1482d258fcec9,62,2,311.4,3,2,3,8,Low
40268,90c205b0bed658a20ba141d2960d6811,189,2,66.99000000000001,2,2,1,5,High
40304,90e1f0d98aa33c74e43fb62004a829dd,25,2,278.0,3,2,3,8,Low
40305,90e28a883386c71de943515d91f72a39,157,2,204.98000000000002,2,2,2,6,Medium
40319,90f323e9f0948ddd96c6f6a8ecc75830,329,3,198.88000000000002,1,3,2,6,Medium
40354,910ef561b28c67973b74ce21e0d252ea,105,2,263.47,2,2,3,7,Medium
40368,911be3f21248d465d1e6d9993bca60a8,189,2,89.8,2,2,1,5,High
40407,913e4a0664572d0652473b98b808e7b5,81,2,237.9,3,2,2,7,Medium
40414,9146de9c43fa373c4ce8af26c8db8336,250,2,888.0,1,2,3,6,Medium
40448,91687e2315fd578c976f37533a7d597a,156,2,72.62,2,2,1,5,High
40475,917de9fb824d070a7f1f4db097cbea8d,346,2,108.9,1,2,1,4,High
40516,919bf2617845a0f73acc0361cba58267,95,2,179.9,2,2,2,6,Medium
40545,91b4cc37bd28118ddabe8e7692c78f2e,423,2,119.4,1,2,1,4,High
40560,91c0ed5fde94a56b99e4ce6d43d0d6be,62,2,164.9,3,2,2,7,Medium
40596,91def939002d33dcbf6a038b5c879f7b,145,2,154.9,2,2,2,6,Medium
40598,91e59b92e87f627abdab279ea3ab0c87,30,2,24.0,3,2,1,6,Medium
40632,91ffaf5eb7f4bd6a48b07f3546fb7a99,238,2,305.8,1,2,3,6,Medium
40730,925751a747a151a7fa97f2f686d028c3,30,2,379.98,3,2,3,8,Low
40767,927c1b4bd2d326409fd16eeedaa9ea30,26,2,243.0,3,2,2,7,Medium
40781,928616c185852cc998407c716a6f69bc,228,2,288.9,1,2,3,6,Medium
40807,929b8bad532f969fc414b7831ff3360d,268,2,243.26,1,2,2,5,High
40830,92b0705c6923fe44dd71b2b737687a7c,454,2,179.89,1,2,2,5,High
40908,92fc4892f11581ee802e8e2fa4296433,318,2,109.97999999999999,1,2,1,4,High
40979,93360190b9375a40b65720ee99387a4a,31,3,110.9,3,3,1,7,Medium
40990,93427465b223bc8292b51bb86077b695,81,2,244.9,3,2,2,7,Medium
41005,934e91b0e98dbbeb3649cb1091cca051,159,2,355.9,2,2,3,7,Medium
41019,935b9c5a3162185f88dac06d8d08d623,25,2,274.9,3,2,3,8,Low
41023,93603747aa73507db172820142fb3b81,52,2,89.93,3,2,1,6,Medium
41150,93dabd0fb48bfbc6e14aca0432ed0717,276,2,91.8,1,2,1,4,High
